response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agq_1,agq_2,agq_3,agq_4,agq_5,agq_6,agq_7,agq_8,agq_9,agq_10,agq_11,agq_12,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2,iq_final,iq_practice,iq_real,iq_warmup,ms_mean,se_mean,cams_mean,sc_mean,risc_mean,grit_mean,agq_sap,agq_sav,agq_oap,agq_oav,agq_tap,agq_tav,agt_p_sap,agt_p_sav,agt_p_oap,agt_p_oav,agt_p_tap,agt_p_tav,out_1,out_2,out_3
R_1CDw7AlAtysDwal,0,2019/09/26 16:04:04,2019/09/26 18:50:52,P-402-07,Female,19,Érettségi,0,BTK Japán,Fixed,Mindfulness,3,4,4,3,3,3,3,4,4,3,2,3,3,2,3,2,4,3,4,4,4,3,4,2,3,4,3,5,3,2,2,2,2,2,1,1,3,3,3,4,4,2,1,3,3,3,2,1,4,3,2,3,3,2,2,2,3,4,5,2,4,1,3,5,2,5,4,5,NA,4,6,1,6,6,4,2,2,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,3,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja az adatgyujtés volt, és hogy visszajelzést kapjanak az IQ teszt laboratómiumi körülmények között való kitöltésérol. Minél több információ áll rendelkezésükre, annál jobban tudják majd tökéletesíteni a tesztet.","Érdekesnek találtam, hogy a feladatok jellege bár változott, a prezentációban nem volt különbség. Sose voltam ezelott IQ teszten, és ez egészen meglepett. Elgondolkodtat, hogy vajon tényleg csak ilyen módszerekkel lehet mérni IQ-nk. Felkeltette az érdeklodésem abban is, hogy az EQ mérheto e hasonló módszerekkel (online kérdoív, teszt stb.) .",0.5,0,0.9166666666666666,0.4166666666666667,3.5,2,2.9166666666666665,3.5833333333333335,2.6363636363636362,2.625,4,5,1.5,3,4.5,4.5,NA,NA,NA,NA,NA,NA,0.5102747488269455,-0.6121804543203113,0.6445851376211048
R_3Nwarhvapf4oFUH,0,2019/09/26 16:04:55,2019/09/26 18:53:19,402-01,Female,20,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Mindfulness,6,5,5,5,2,2,3,3,4,1,3,4,3,4,3,2,3,3,5,5,5,5,5,2,3,3,2,4,3,3,3,2,3,2,2,2,3,3,3,3,3,2,2,4,4,3,4,2,4,3,4,2,2,4,4,2,2,4,3,3,2,3,4,6,2,6,4,4,NA,5,6,3,6,4,6,3,4,3,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,3,Heti egyszer,Egy csészével.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Ha jól értelmeztem, a kutatás célja az, hogy összehasonlítsák az otthoni, nyugodt környezetben történo, és a laboratóriumi keretek között zajló tesztkitöltés eredményeit, továbbá megfigyeljék, hogy melyik verzió stresszmentesebb.","Megbízható IQ tesztet még sosem töltöttem ki, így nem tudom megállapítani, hogy volt-e valami különös a feladványokban. 
Személyes tapasztalatként még hozzátenném, hogy zavaró tényezoként éltem meg, az idokorlátot a feladatoknál. Többször elkalandozott a figyelmem, és fokozottan stresszelni kezdtem, amint rápillantottam a másodperc-visszaszámlálóra.",0.5833333333333334,0,0.5,0.3333333333333333,5.25,2.5555555555555554,2.8333333333333335,3.75,3,3.125,4,5.5,3,4.5,5,4,NA,NA,NA,NA,NA,NA,0.9571087793130396,0.20992031984437745,-0.2030184059883856
R_2EtQst7254V61BJ,0,2019/09/26 17:22:02,2019/09/26 18:55:01,P-422-11,Female,21,Folyamatban lévo egyetemi tanulmányok,4,sport- és rekreációszervezés,Fixed,Mindfulness,2,2,2,1,4,1,3,3,4,3,4,3,4,4,4,4,4,4,4,3,5,5,5,2,2,3,3,4,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,3,4,3,2,4,5,3,2,1,3,2,1,1,3,5,6,2,5,2,3,3,2,5,4,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Véleményem szerint, a vizsgálat a saját intelligenciaszint szerinti legjobb kitöltést vizsgálta egyének szerint, laboratóriumi körülmények között. A cél pedig, hogy megtudjuk, befolyásolja- e a kitöltoket a laboratóriumi körülmény, ami stresszel járhat, valamilyen szintu nyugtalansággal, ezáltal rontva a teljesítményt.",Az ido leteléséhez való közeledéssel egyre nehezebb kitalálni a helyes megoldást.,0.4166666666666667,0,0.5,0.3333333333333333,1.75,3,3.4166666666666665,3.6666666666666665,3.3636363636363638,2.25,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,0.1322013798052767,-0.4957062545555097,-0.2304088393974762
R_3HNgxOMy7v5aYCq,0,2019/09/26 16:03:21,2019/09/26 18:55:57,P-402-05,Female,19,Folyamatban lévo egyetemi tanulmányok,0,Pszichológia,Growth,Control,5,5,5,5,4,2,4,3,4,3,4,4,3,4,3,4,4,5,4,5,5,4,5,2,3,4,2,5,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,2,4,3,3,3,1,1,1,1,5,2,1,5,1,3,1,5,2,3,2,4,2,2,6,NA,5,5,4,5,5,6,4,2,4,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Valamennyire fontos.,5,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja az volt, hogy egyetemi hallgatók hozzáállását vizgsálják az intelligenciához és hogy az IQ teszt kitölthetoségét megnézzék.  Valamint hogy megnézzék, hogy egy magukról kapott kiértékelés után hogyan vélekednek a hallgatók az intelligencia fejlesztésérol.","Kétszer kérdeztek rá, hogy szerintem mennyire fejlesztheto az intelligencia. Másodszor miután egy személyes visszajelzést kaptam a saját intelligencia szintemrol.",0.5,0,0.75,0.5,5,3,3.5,4,3.090909090909091,1.875,3.5,4.5,4,5,6,4,NA,NA,NA,NA,NA,NA,-0.9139188072331542,-1.1178999081408356,1.4674000585088067
R_2fJQ7DJq6H1pmlv,0,2019/09/26 17:21:25,2019/09/26 19:04:25,P-422-13,Male,22,Folyamatban lévo egyetemi tanulmányok,4,IK,Growth,Mindfulness,3,3,3,2,3,2,4,4,3,4,3,3,4,4,3,3,4,4,3,3,5,4,5,3,4,4,2,5,3,3,3,2,3,2,2,2,3,3,3,2,3,2,3,4,3,3,4,2,3,1,4,2,4,1,3,2,4,2,2,2,4,2,5,5,2,5,5,3,NA,7,7,3,5,5,3,3,5,3,7,7,7,7,7,3,6,5,3,3,6,3,7,7,7,Nem,Fontos.,4,Havonta,Két csészével.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Arról, hogy felmérjék otthoni vagy professzionális körülmények között teljesít-e jobban egy ember. Továbbá, hogy a személyiség mennyire áll kapcsolatban az intelligenciával.","Repetetitívek voltak a feladat típusok, feltételezem azért, hogy mérjék a teszt alatti fejlodést.",0.3333333333333333,0,0.9166666666666666,0.6666666666666666,2.75,2.5555555555555554,3.3333333333333335,3.8333333333333335,2.909090909090909,2.5,5,7,3,3,7,6,5.5,7,3,3,7,6.5,0.898058926622024,-0.5211679065942431,-1.0227509024829025
R_0whbDbdZCtcyqJ3,0,2019/10/03 17:30:44,2019/10/03 18:32:12,P-422-15,Female,19,Folyamatban lévo egyetemi tanulmányok,2,óvodapedagógus,Growth,Mindfulness,4,3,4,3,4,1,3,4,4,4,3,4,4,4,3,4,4,5,5,5,4,5,5,3,5,2,1,5,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,3,4,3,2,1,2,1,1,1,1,1,4,4,3,5,2,5,1,1,6,1,1,1,NA,1,2,1,1,3,1,1,4,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Mit gondolunk arról, hogy változhat-e az intelligencia-szintünk.",Nem.,0.4166666666666667,0,0.6666666666666666,0.4166666666666667,3.5,3,3.5,4.083333333333333,3.6363636363636362,1.25,3.5,3,1,1,1,1,NA,NA,NA,NA,NA,NA,-1.9262570015268734,1.6197951659196739,-2.7546189115540605
R_1jODSVJXIX5ziFk,0,2019/10/03 17:14:12,2019/10/03 18:32:50,402-01,Female,29,Folyamatban lévo egyetemi tanulmányok,2,ELTE PPK közösségszervezo levelezoi tagozat,Growth,Control,5,5,5,5,3,3,4,2,2,4,3,2,2,3,3,4,2,2,3,2,4,3,2,2,2,2,1,4,3,3,1,2,0,1,1,1,1,1,1,3,2,2,3,4,3,2,3,1,3,3,2,2,2,1,1,1,5,2,1,1,4,1,3,4,3,4,2,4,NA,4,4,3,5,5,3,1,2,4,5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Intelligenciateszt,  laboratórium keretek közötti információszerzés, legyen pontosan mért adatuk melyhez viszonyíthatóak az otthon kitöltok adatai.","Egy ido után zavaró volt a sok ábra. 
A 6:55 perces hangfájl, semmilyen konkrét feladatotra nem vonatkozott.",0.3333333333333333,0,0.5833333333333334,0.5833333333333334,5,1.4444444444444444,2.9166666666666665,2.4166666666666665,2.272727272727273,1.875,3.5,5.5,2,3.5,4.5,4,NA,NA,NA,NA,NA,NA,-0.18171485514933122,-1.2071692978705615,-0.19991849430858324
R_1nZT8EAC6Z51RGf,0,2019/10/03 17:15:30,2019/10/03 18:37:03,P-402-05,Male,23,Folyamatban lévo egyetemi tanulmányok,8,földrajz-történelem osztatlan tanári,Fixed,Mindfulness,5,5,5,5,4,2,3,3,4,3,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,1,1,4,3,3,3,3,3,2,2,3,2,2,3,4,4,4,3,2,3,4,4,3,1,4,1,1,2,1,1,2,3,4,2,5,1,6,3,1,6,1,1,6,NA,3,7,2,5,1,1,1,1,1,6,7,3,4,6,1,5,1,1,1,1,1,6,7,3,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Képet kapni egy új feladatgyujtemény használhatóságáról, holott semmi meroben új dolgot nem véltem felfedezni - laikusként - más tesztekhez képest.","Leszámítva, hogy a teszt szerint kvázi szellemi fogyatékos vagyok, semmit.",0.5,0,0.5833333333333334,0.3333333333333333,5,2.6666666666666665,3.5833333333333335,3.8333333333333335,3.272727272727273,1.625,1,7,1.5,1,4.5,4,1,6.5,1,1,5,4,-1.587532426594988,1.7323057324400917,1.436349559236506
R_0V5ttXxy4i3C6TT,0,2019/10/03 17:30:09,2019/10/03 18:39:37,P-422-25,Female,22,Egyetem,0,Emberi Eroforrás Tanácsadó,Fixed,Mindfulness,5,4,4,4,3,1,3,3,2,3,3,3,3,2,3,3,1,3,5,5,4,3,5,3,3,1,1,2,2,2,1,2,2,1,2,3,2,3,3,2,1,2,2,4,3,4,4,2,3,2,3,1,1,2,1,1,1,4,2,2,4,3,3,3,2,3,3,3,NA,4,5,5,5,7,5,5,4,5,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A cél az intelligencia tesztek eredményeinek összehasonlítása otthon, kényelembol, illetve laboratóriumi körülmények között.",Mintha könnyebb lett volna azt éles teszt ?,0.5833333333333334,0,0.8333333333333334,0.5,4.25,1.8888888888888888,2.6666666666666665,3,2.727272727272727,1.75,5.5,6,5,5,4.5,5,NA,NA,NA,NA,NA,NA,-0.289942597661962,-0.35840087023740985,-1.039394434352538
R_81GXYlkHYqw1Jip,0,2019/10/03 17:18:26,2019/10/03 18:41:35,P-402-10,Female,19,Folyamatban lévo egyetemi tanulmányok,2,Gyógypedagógia,Growth,Control,5,5,5,4,4,2,3,3,2,3,4,1,2,4,4,4,2,3,3,1,4,3,4,2,2,4,3,4,2,2,1,2,2,2,2,1,1,3,3,3,4,2,2,3,3,2,3,3,3,3,3,3,2,2,2,2,5,3,2,3,3,2,1,2,5,4,3,2,NA,4,4,2,4,4,2,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az intelliganciáról való gondolkodásról és az intelligencia felmérésérol szólt a teszt. A kutatók célja az volt, hogy lássák,  hogy ki mennyire tartja fontosnak az intelliganciát, és hogy hogyan teljesítenek a teszt részén az emberek,",Nem.,0.5833333333333334,0,0.5833333333333334,0.3333333333333333,4.75,1.6666666666666667,3,2.9166666666666665,2.8181818181818183,2.5,3,4,2,2,4,4,NA,NA,NA,NA,NA,NA,-0.9362156059204308,0.16799935022976056,-1.9417831072499903
R_2QlEgrDjt9Qsy95,0,2019/10/03 17:31:18,2019/10/03 18:42:12,p-422-18,Female,21,Folyamatban lévo egyetemi tanulmányok,1,rekreáció és egészségfejlesztés,Growth,Mindfulness,6,5,5,5,4,2,2,3,4,3,4,4,3,4,4,4,4,4,3,2,5,1,4,1,3,4,3,5,3,3,3,3,3,2,2,1,3,2,4,3,4,3,4,3,4,3,4,2,4,3,4,1,3,2,4,1,5,1,3,3,2,1,5,6,1,3,3,5,NA,6,4,5,6,7,5,4,7,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,4,Egy héten többször,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Hogy éles helyzetben, hogyan döntök ido korláton belül, egy bizonyos stressz hatásnak kitéve. mivel idegen a környezet, elvagyunk választva, és így nagyobb a stressz faktor.","nem, bár nemtudom mennyire befolyásoló tényezo, hogy az éles  teszt kitöltése elött elmondták, milyen szinten vagyok az átlaghoz képest",0.5833333333333334,0,0.6666666666666666,0.25,5.25,2.5555555555555554,3.4166666666666665,3.25,3.272727272727273,2.75,7,5,4.5,5,5.5,5.5,NA,NA,NA,NA,NA,NA,0.677047428744217,0.001984086377913072,0.7248463539679608
R_1Qgdm39vifQ6l6u,0,2019/10/03 17:33:22,2019/10/03 18:43:46,P-422-13,Female,23,Folyamatban lévo egyetemi tanulmányok,1,Sport- és rekreációszervezés: Rekreációszervezés és egészségfejlesztés,Fixed,Mindfulness,4,4,4,3,3,2,2,3,4,3,3,3,3,4,3,3,3,4,3,5,4,4,4,5,4,3,3,4,3,3,3,2,3,2,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,2,2,1,2,1,3,1,3,2,4,3,4,3,4,4,3,4,4,4,NA,5,5,5,5,5,6,5,5,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Soha,Két csészével.,Négy egységnyit fogyasztottam.,"Nem, nem használtam.","Az IQ vizsgálatról szólt, de úgy gondolom valólyában azt figyelte, hogy hogyan hat, ha közben azt mondják, hogy rosszul teljesítek és a meditáció miként hat a tesztre.","Nagyon rövid volt és furcsa volt, hogy a bemelegítés után azt az eredményt kaptam, hogy rosszabb az átlagnál.",0.5833333333333334,0,0.5833333333333334,0.4166666666666667,3.75,2.6666666666666665,3,3.8333333333333335,3,1.875,5,5.5,5,6,5,4.5,NA,NA,NA,NA,NA,NA,0.2048559133994069,0.14684666065167118,-0.19765924533283005
R_0iwiyVmLF1s0OGd,0,2019/10/03 17:58:08,2019/10/03 18:44:22,P-402-13,Male,21,Folyamatban lévo egyetemi tanulmányok,4,matematika-informatika tanári,Fixed,Mindfulness,4,4,4,4,4,3,3,3,2,3,2,4,3,3,3,3,3,4,4,3,4,4,5,3,3,3,3,5,3,3,3,3,3,2,2,1,2,4,2,3,1,2,2,3,3,3,4,4,2,2,2,2,2,2,3,1,3,1,3,2,3,2,4,5,3,5,4,3,NA,6,6,2,6,5,5,2,2,5,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kísérlet célja, hogy felmérje megfelelo eredményt ad-e egy otthon kitöltött IQ teszt.",Volt pár hasonló sémára épülo feladat,0.6666666666666666,0,0.8333333333333334,0.6666666666666666,4,2.4444444444444446,3,3.6666666666666665,2.8181818181818183,2,3.5,6.5,2,5,6,5,NA,NA,NA,NA,NA,NA,0.524057229251482,-0.49331245573970267,-1.0406187695548386
R_d6UQ4URLwAqoaT7,0,2019/10/03 17:30:27,2019/10/03 18:47:53,P-422-14,Female,21,Folyamatban lévo egyetemi tanulmányok,4,matematika-német tanár,Growth,Mindfulness,5,4,4,4,3,3,2,2,4,3,3,3,2,3,3,2,4,3,5,5,5,2,4,1,1,3,2,4,3,3,3,3,3,3,2,2,1,2,3,4,4,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,1,4,2,6,2,6,3,4,2,4,4,5,NA,3,4,1,4,5,1,4,1,1,2,6,1,5,4,1,4,4,1,1,1,1,5,5,2,Nem,Fontos.,3,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az ábrák közötti összefüggések felismerése különbözo körülmények között. Eloször tét nélkül, arra visszaigazolást adva. Aztán élesben, hangúlyozva, hogy milyen fontos a jó teljesítmény, majd önkéntesen.",Nem igazán,0.5,0,0.8333333333333334,0.4166666666666667,4.25,2.5555555555555554,2.75,3.25,3,2.125,3,5,2.5,1,2.5,2.5,2.5,4.5,1,1,5,3,0.16484668664206187,2.289218494731861,0.6269525863608746
R_2RPPi3MOAdg0Yqv,0,2019/10/03 17:33:44,2019/10/03 18:49:35,42204,Female,20,Folyamatban lévo egyetemi tanulmányok,0,Pszichológia,Fixed,Control,4,4,4,4,4,2,3,4,2,3,3,3,3,3,4,3,3,2,4,4,3,4,3,3,4,4,3,2,1,2,3,2,2,2,2,2,2,2,4,3,3,2,4,3,3,3,2,4,3,2,2,2,2,3,3,3,4,2,4,4,2,3,5,5,2,4,4,5,NA,6,5,3,5,6,3,3,2,3,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,4,Heti egyszer,Semennyit.,Négy egységnyit fogyasztottam.,"Igen, használtam.","A teszt célja az ábrák közötti összefüggések minél gyorsabbi felismerése és átlátása, a kutatók célja pedig ezeknek az eredményeknek a mérésén keresztül következtetni az IQ szintre.",Nem mindig éreztem úgy hogy van teljesen jó megoldás.,0.25,0,0.5,0.5,4,2,3.0833333333333335,3.25,3,2.5,4,5,3,3,6,4.5,NA,NA,NA,NA,NA,NA,0.6490468403332155,0.7969488164282936,0.670447465228819
R_2QuqL9i69ZszPQE,0,2019/10/03 17:24:41,2019/10/03 18:51:34,402-17,Female,21,Folyamatban lévo egyetemi tanulmányok,2,Germanisztika(német),Growth,Control,5,5,4,4,3,3,3,2,2,3,3,2,2,3,3,3,1,3,3,4,3,3,4,2,2,2,3,4,2,2,1,2,2,2,2,1,1,2,4,4,4,2,4,2,4,2,2,3,2,2,3,1,3,3,1,1,4,2,1,4,2,3,5,3,3,2,3,6,NA,7,6,1,6,7,7,3,4,7,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,3,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Én úgy gondolom, arra szeretnének választ kapni, hogy akik kitöltik a tesztet, azok milyen képességgel rendelkeznek ezen pillanatban.",Nem vettem észre semmit.,0.4166666666666667,0,0.6666666666666666,0.25,4.5,1.6666666666666667,2.6666666666666665,2.8333333333333335,3,2,5.5,4.5,2,7,5,4.5,NA,NA,NA,NA,NA,NA,-0.21406253185979363,0.826464612914225,1.506188277479422
R_2qxG5uuvFfnHabi,0,2019/10/10 17:31:55,2019/10/10 18:40:14,P-422-06,Female,22,Folyamatban lévo egyetemi tanulmányok,6,spanyol,Fixed,Mindfulness,5,2,4,2,3,3,1,2,3,3,3,2,2,3,3,3,4,3,4,4,4,2,4,5,5,4,3,4,2,2,2,2,2,2,2,2,3,3,3,3,2,4,4,4,3,3,4,3,3,1,2,1,3,1,1,2,3,1,3,3,3,3,2,2,4,5,3,4,2,7,7,4,7,7,7,4,2,4,7,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Teljesen nyugodt környezetben milyen eredményt tudunk elérni egy általános IQ teszten.,"Csak különbözo ábrák jelentek meg, szöveges választ nem kellett adni.",0.25,0,0.5833333333333334,0.5,3.25,2.111111111111111,2.5833333333333335,3.8333333333333335,3.272727272727273,1.75,4.5,6.5,4,5.5,7,5.5,NA,NA,NA,NA,NA,NA,-0.5303087748799514,0.26693144293336707,-0.27813034985157403
R_eQzoDB560fztQ8V,0,2019/10/10 17:36:20,2019/10/10 18:41:35,P-402-09,Female,22,Folyamatban lévo egyetemi tanulmányok,4,"angol nyelv és kultúra tanára, magyartanár",Fixed,Mindfulness,6,6,6,6,4,2,4,3,4,3,1,4,1,4,3,1,3,1,4,5,5,5,2,1,1,4,2,2,3,3,3,3,3,3,2,0,3,1,2,3,4,4,1,3,2,3,4,4,3,4,1,4,1,1,1,4,1,4,1,1,6,1,6,6,1,6,4,2,NA,7,6,2,6,7,3,2,1,2,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Egy csészével.,"Több, mint öt egységnyit fogyasztottam.","Nem, nem használtam.","Hát én hiszékeny vagyok, szóval gondolom az, amit mondtak.",Nem.,0.5,0,0.75,0.5,6,2.5555555555555554,2.8333333333333335,2.9166666666666665,2.8181818181818183,2.375,4,6.5,2,2.5,7,4.5,NA,NA,NA,NA,NA,NA,1.3271325043430116,-1.3557902790361664,-1.8327585733137306
R_2VmOGkdRQXSRirp,0,2019/10/10 17:34:52,2019/10/10 18:43:37,P-402-18,Male,20,Érettségi,2,Osztatlan Angol-Történelem tanári (középiskolai) szakos,Growth,Control,5,5,4,4,3,2,2,2,4,2,4,3,1,4,4,3,1,4,4,2,5,1,2,2,1,1,1,5,3,3,3,2,1,3,3,3,3,1,4,4,4,4,4,4,4,3,3,2,2,1,2,1,1,1,1,3,6,3,2,1,5,1,1,1,6,1,1,6,NA,7,6,1,2,1,1,1,6,1,7,6,6,7,6,1,6,1,1,1,6,1,6,6,6,Nem,Fontos.,5,Soha,Semennyit.,"Több, mint öt egységnyit fogyasztottam.","Igen, használtam.","Véleményem szerint az agy fejlodésének avagy romlásának a kutatása volt a cél, illetve átfogó képet szeretnének kapni a tesztrol laborban és otthon.","Semmi különöset, nagyon kreatív és jól kidolgozott feladatokat végeztem el.",0.3333333333333333,0,0.3333333333333333,0.3333333333333333,4.5,2.6666666666666665,2.8333333333333335,2.4166666666666665,3.3636363636363638,1.5,3.5,6,1,1,7,4,3.5,6,1,1,6.5,6,-1.8548307809636018,-1.2137969394801262,1.4475674245624053
R_26fklBiTP6BVptU,0,2019/10/10 17:37:59,2019/10/10 18:47:45,P-402-10,Female,23,Folyamatban lévo egyetemi tanulmányok,5,Germanisztika,Growth,Control,5,4,5,4,1,2,3,2,2,1,1,3,3,3,2,1,4,5,4,4,5,4,2,2,4,3,5,4,3,3,3,3,3,3,2,2,2,2,2,4,3,2,4,4,3,3,2,2,4,5,4,4,3,5,4,2,3,4,2,1,3,2,3,5,2,4,4,5,NA,6,6,4,5,5,6,4,3,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","a kutatók célja az volt, hogy teszteljék az iq-tesztjük használhatóságát, ezért logikai feladatokat adtak nekünk, amiket el kellett végeznünk.","a bemelegíto feladatok nehezebbnek tuntek, mint a késobbi igaziak",0.5833333333333334,0,0.75,0.5833333333333334,4.5,2.6666666666666665,2,3.8333333333333335,2.8181818181818183,3.875,4,6,4,5.5,6,5.5,NA,NA,NA,NA,NA,NA,0.3698052958800929,-1.0188466384863122,0.6439324261126159
R_6D6fJRcBPfSwRQR,0,2019/10/10 17:30:15,2019/10/10 18:48:29,P-422-19,Female,19,Folyamatban lévo egyetemi tanulmányok,0,"angol,történelem",Growth,Mindfulness,5,5,5,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,4,2,5,4,3,2,2,3,2,3,2,2,1,2,2,1,1,1,1,2,3,3,4,2,1,3,3,2,2,4,3,4,2,3,3,3,3,3,3,2,2,4,3,4,3,4,4,4,4,3,2,4,4,3,4,4,4,4,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Különösen fontos.,4,Havonta,Két csészével.,Három egységnyit fogyasztottam.,"Nem, nem használtam.","A kutatók célja ezzel a vizsgálattal az,hogy összehasonlítsák  a az otthoni és a laboratóriumi körülmények között kitöltött tesztek eredményét.",Nem.,0.4166666666666667,0,0.75,0.5,4.5,1.4444444444444444,2.8333333333333335,3.0833333333333335,2.6363636363636362,3,4,4.5,3.5,4,4.5,3,NA,NA,NA,NA,NA,NA,-0.058247721837021885,0.8621600660043606,-1.0559472343679412
R_AaO4kEFjgpk98kh,0,2019/10/10 17:33:36,2019/10/10 18:48:52,P-422-10,Male,24,Folyamatban lévo egyetemi tanulmányok,6,Osztatlan tanárképzés angol nyelv és történelem tanár szak,Fixed,Mindfulness,5,4,6,6,3,2,4,2,4,3,4,4,3,4,4,4,4,5,5,5,4,5,5,3,4,4,2,3,3,3,3,3,3,2,3,2,3,4,4,4,4,3,3,4,4,4,4,3,3,1,2,1,3,1,1,1,4,2,2,2,5,1,1,2,6,1,2,3,NA,4,4,1,1,2,2,2,6,1,7,7,7,7,7,1,7,3,1,1,6,1,7,7,7,Nem,Fontos.,5,Soha,Semennyit.,Öt egységnyit fogyasztottam.,"Nem, nem használtam.","A cél az volt, hogy észrevegyen a vizsgált alany különbözo logikai összefüggéseket.","Nem kaptam választ idáig arra, hogy mekkora az IQ szintem........",0.25,0,0.6666666666666666,0.4166666666666667,5.25,2.7777777777777777,3.4166666666666665,4.083333333333333,3.727272727272727,1.625,4,5.5,1.5,1.5,5.5,4,4.5,7,1,1,7,7,-1.5812309324219787,-0.6577964815064186,-1.0421202657356075
