response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2
R_eQzoDB560fztQ8V,0,2019/10/10 17:36:20,2019/10/10 18:41:35,P-402-09,Female,22,Folyamatban lévo egyetemi tanulmányok,4,"angol nyelv és kultúra tanára, magyartanár",Fixed,Mindfulness,1,6,1,1,4,3,4,3,4,2,4,4,1,4,3,1,3,1,4,1,5,5,2,5,5,4,4,4,3,3,0,3,0,3,2,3,0,1,2,3,4,4,1,3,2,3,4,4,3,2,1,2,1,1,5,2,1,4,1,1,6,1,6,6,1,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Egy csészével.,"Több, mint öt egységnyit fogyasztottam.","Nem, nem használtam.","Hát én hiszékeny vagyok, szóval gondolom az, amit mondtak.",Nem.
R_2VmOGkdRQXSRirp,0,2019/10/10 17:34:52,2019/10/10 18:43:37,P-402-18,Male,20,Érettségi,2,Osztatlan Angol-Történelem tanári (középiskolai) szakos,Growth,Control,2,5,3,3,3,3,2,2,4,3,1,3,1,4,4,3,5,4,4,4,5,1,2,4,5,1,5,1,3,3,0,2,2,3,3,0,0,1,4,4,4,4,4,4,4,3,3,2,2,5,2,5,1,1,5,3,6,3,2,1,5,1,1,1,6,1,1,6,NA,7,6,1,6,1,1,1,6,1,6,6,6,Nem,Fontos.,5,Soha,Semennyit.,"Több, mint öt egységnyit fogyasztottam.","Igen, használtam.","Véleményem szerint az agy fejlodésének avagy romlásának a kutatása volt a cél, illetve átfogó képet szeretnének kapni a tesztrol laborban és otthon.","Semmi különöset, nagyon kreatív és jól kidolgozott feladatokat végeztem el."
R_26fklBiTP6BVptU,0,2019/10/10 17:37:59,2019/10/10 18:47:45,P-402-10,Female,23,Folyamatban lévo egyetemi tanulmányok,5,Germanisztika,Growth,Control,2,4,2,3,1,3,3,2,2,4,4,3,3,3,2,1,2,5,4,2,5,4,2,4,2,3,1,2,3,3,0,3,0,3,2,1,1,2,2,4,3,2,4,4,3,3,2,2,4,1,4,2,3,5,2,4,3,4,2,1,3,2,3,5,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","a kutatók célja az volt, hogy teszteljék az iq-tesztjük használhatóságát, ezért logikai feladatokat adtak nekünk, amiket el kellett végeznünk.","a bemelegíto feladatok nehezebbnek tuntek, mint a késobbi igaziak"
R_6D6fJRcBPfSwRQR,0,2019/10/10 17:30:15,2019/10/10 18:48:29,P-422-19,Female,19,Folyamatban lévo egyetemi tanulmányok,0,"angol,történelem",Growth,Mindfulness,2,5,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,5,4,3,4,4,3,4,3,2,2,2,2,1,1,1,2,2,2,3,3,4,2,1,3,3,2,2,4,3,2,2,3,3,3,3,3,3,2,2,4,3,4,3,4,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Különösen fontos.,4,Havonta,Két csészével.,Három egységnyit fogyasztottam.,"Nem, nem használtam.","A kutatók célja ezzel a vizsgálattal az,hogy összehasonlítsák  a az otthoni és a laboratóriumi körülmények között kitöltött tesztek eredményét.",Nem.
R_AaO4kEFjgpk98kh,0,2019/10/10 17:33:36,2019/10/10 18:48:52,P-422-10,Male,24,Folyamatban lévo egyetemi tanulmányok,6,Osztatlan tanárképzés angol nyelv és történelem tanár szak,Fixed,Mindfulness,2,4,1,1,3,3,4,2,4,2,1,4,3,4,4,4,2,5,5,1,4,5,5,3,2,4,4,3,3,3,0,3,0,2,3,1,0,4,4,4,4,3,3,4,4,4,4,3,3,5,2,5,3,1,5,5,4,2,2,2,5,1,1,2,6,1,2,3,NA,7,7,1,7,3,1,1,6,1,7,7,7,Nem,Fontos.,5,Soha,Semennyit.,Öt egységnyit fogyasztottam.,"Nem, nem használtam.","A cél az volt, hogy észrevegyen a vizsgált alany különbözo logikai összefüggéseket.","Nem kaptam választ idáig arra, hogy mekkora az IQ szintem........"
R_3n7ZyvNmtvJvivk,0,2019/10/10 17:32:06,2019/10/10 18:49:28,p-422-07,Female,22,Folyamatban lévo egyetemi tanulmányok,5,"Osztatlan tanár (biológia, kémia)",Fixed,Control,5,2,5,6,3,4,2,3,2,3,1,3,4,3,2,3,4,3,2,5,3,3,4,5,4,2,4,3,1,1,2,2,2,1,1,3,3,2,3,2,3,2,1,2,3,2,2,4,3,2,4,4,5,3,4,4,4,2,5,4,3,5,4,3,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,3,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ez a vizsgálat arról szólt,  hogy megfigyeljék, laboratóriumi körülmények között hogyan teljesítenek az emberek, vagyis jelen esetben a hallgatók. A kutatók célja perdig, hogy majd ezeket az eredményeket összehasonlítsák azokkal az eredményekkel, amiket az emberek otthon,. nyugodtabb körülmények között csinálnak.","Nem kifejezetten. Iléyen tesztekkel gyakran lehet találkozni az interneten, nem éreztem, hogy lenne benne bármi különös, vagy más dolog."
R_UyWW9ZNollPSapb,0,2019/10/10 17:33:16,2019/10/10 18:51:05,P-422-11,Male,27,Folyamatban lévo egyetemi tanulmányok,4,osztatlan tanárszak,Fixed,Control,5,2,4,3,2,3,3,4,4,3,3,3,4,4,4,4,4,5,5,5,4,2,4,5,5,5,3,1,3,3,0,3,3,2,2,1,0,4,1,4,4,2,4,2,2,2,4,3,4,3,2,4,1,1,5,2,4,5,5,4,2,4,3,5,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja, hogy megállapítsa egy korábbi, otthonról kitöltheto IQ teszt validáltságát.",A természettudományos tartalmakat közlo szöveget a szerkesztok unalmasnak vélik. Az abban lévo szakmai hibákra nem figyeltek fel.
R_2tb1YzPNk9LsqBT,0,2019/10/10 17:30:47,2019/10/10 18:52:45,P-422-05,Female,19,Folyamatban lévo egyetemi tanulmányok,0,Pszichológia,Fixed,Control,3,4,2,3,4,3,2,3,4,2,1,2,4,4,3,3,2,4,4,4,3,5,2,4,2,4,3,1,3,3,1,2,0,3,2,1,1,2,3,3,2,2,2,2,3,3,3,3,3,4,2,3,3,2,4,4,4,2,4,2,4,3,5,6,2,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja volt, hogy az otthon  is kitöltheto intelligencia tesztet laboratóriumi körülmények között is teszteljék, hogy lehessen egy  kontroll csoport, vagy össze tudják hasonlítani a mért eredményeket. Maga a vizsgálat az itelligencia bizonyos aszpektusait mérte különbözo helyzetek után.","A probánál kaptam visszajelzést a teljesítményemrol, az éles kísérlet után azonban nem."
R_27rLnoeWcmyVonw,0,2019/10/10 17:31:31,2019/10/10 18:55:24,P-422-23,Female,19,Folyamatban lévo egyetemi tanulmányok,0,Japán,Fixed,Mindfulness,2,4,2,4,3,3,3,2,2,3,2,3,2,3,3,2,4,3,3,3,4,4,2,4,4,4,5,3,3,3,1,2,0,2,2,1,1,2,2,4,3,2,2,3,4,4,2,3,5,3,4,5,5,4,4,5,2,4,4,1,4,1,6,6,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Mennyire képes az ember a kudarcain uralkodni, illetve a stressz hogy hat a teljesítményre.","Oszintén, nem igazán figyeltem, mennnyire volt különös e vagy sem az IQ teszt, csak elvégeztem úgymond a  rám rótt feladatot."
R_UFT08tBGP18i17r,0,2019/10/10 17:30:41,2019/10/10 18:56:44,P-422-04,Male,23,Folyamatban lévo egyetemi tanulmányok,8,"angol, földrajz osztatlan tanári",Fixed,Control,3,4,3,3,3,3,4,4,3,2,1,4,3,4,3,2,2,5,4,1,5,4,4,2,1,2,3,1,3,3,0,3,0,3,3,0,0,3,3,3,3,2,4,4,4,4,2,3,3,3,2,3,2,1,4,3,4,2,4,1,5,1,5,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Arról, hogy egy már létezo offline IQ teszt online verzióját is elkészítsék hogy ezzel több embert érhessenek el. Ennek a tökéletesítéséhez kellettünk mi, hogy lássák hpgyan teljesítenek fiatal felnottek laboratóriumi körülmények között.","A végére tényleg egyre nehezedett a teszt, néha már kifejezetten nehéz volt megtalálni a mintát és a megoldást, többször nem is sikerült. A teszt a vizuális képességekre alapozott ami részben könnyebbé részben nehezebbé tette foleg a rendkívül összetett mintáknál."
R_2zjRt73y0ZXujZK,0,2019/10/10 17:32:24,2019/10/10 19:00:17,P-422-24,Male,20,Folyamatban lévo egyetemi tanulmányok,0,Keleti nyelvek és kultúrák (koreai),Growth,Mindfulness,1,5,2,2,2,3,3,2,2,3,2,3,3,3,2,2,4,2,3,3,2,3,3,4,4,2,4,3,2,2,1,2,1,2,1,1,1,4,2,2,3,2,2,3,2,3,2,3,5,3,3,3,3,3,4,4,2,1,2,3,4,3,5,5,1,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,3,Egy héten többször,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem arról szólt ez a vizsgálat, hogy a személyiség tesztek elvégzése után hogyan állok hozzá egy intelligencia teszt elvégzéséhez illetve erdményéhez. Esetleg változik-e közben a véleményem arról, hogy az intelligencia szint fejlesztheto-e vagy sem.","Az egyre nehezedosségre való felhívás miatt az utolsó kérdésekhez már a kérdés megfigyelése elott úgy álltam hozzá, hogy sokkal nehezebb lesz, mint az eddigiek. Ezáltal stresszesebb is voltam, valamint a visszaszámláló órára is jobban figyeltem, ami szintén rontott szerintem a koncentráció képességemen. Így pont azoknál a feladatoknál tudtam kevésbé koncentrálni, ahol a leginkább kellett volna."
R_1gTopGbjM5Q9KGo,0,2019/10/10 18:04:58,2019/10/10 19:02:04,P-422-25,Female,26,Folyamatban lévo egyetemi tanulmányok,2,Óvodapedagógia,Growth,Control,3,4,3,3,2,2,1,2,4,4,2,3,2,2,2,1,3,3,4,4,4,4,3,3,3,4,4,4,3,3,0,2,0,2,2,2,1,2,2,4,3,3,4,2,3,2,1,2,3,3,3,3,3,4,4,4,5,1,3,1,3,1,4,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,2,Heti egyszer,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Az emberek intellektuális készségének vizsgálata egy laboratórium környezetében és nem az otthoniban.,"Mivel idore kellett dolgozni, ez hajtotta bennem a siettetést és a fokozott konmcentráló készséget."
R_WcllV1jFgbeSUOl,0,2019/10/17 17:19:41,2019/10/17 18:31:11,P-422-24,Female,19,Folyamatban lévo egyetemi tanulmányok,0,Osztatlan tanári angol-történelem,Fixed,Mindfulness,3,5,3,3,2,3,1,1,3,4,4,2,2,3,2,2,4,4,3,5,3,3,4,5,5,3,5,5,2,2,3,1,2,2,1,3,3,2,2,3,4,2,1,1,2,1,2,3,4,3,3,2,2,4,3,4,3,4,3,4,4,3,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja az volt, hogy a képek hiányzó részét megtaláljuk, vagy pedig kiegészítsük oket. A kutatók célja az eredményesség vizsgálata volt.",Nem.
R_RFcd9F437Z0rVId,0,2019/10/17 17:25:03,2019/10/17 18:33:44,P-422-17,Female,20,Folyamatban lévo egyetemi tanulmányok,1,Gyógypedagógia,Growth,Control,2,4,2,3,3,3,2,2,4,2,2,3,3,3,2,3,4,3,3,4,2,3,3,4,5,3,5,4,2,2,2,2,1,2,1,2,2,2,2,3,4,3,2,3,3,2,3,2,4,3,3,4,3,2,4,4,4,1,2,3,3,3,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",A vizsgálat az intelligencia felmérésérol szólt és a kutatók célja az információgyujtés volt.,Váltózó nehézségu feladatok voltak.
R_3Hz7M8OHx9Fkfvq,0,2019/10/17 17:21:27,2019/10/17 18:35:00,P-422-09,Female,19,Folyamatban lévo egyetemi tanulmányok,0,anglisztika,Growth,Control,1,5,1,2,3,4,4,3,4,2,2,3,3,4,3,3,3,4,3,2,5,5,4,3,3,4,2,1,3,3,1,3,0,2,2,1,1,2,3,3,4,3,3,2,3,3,3,1,3,4,2,5,2,2,5,5,5,2,1,1,6,1,1,2,5,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az,hogy mennyire vagyunk képesek logikai feladatokat megoldani rövid idointervallum megadtával,és hogy az ido elteltével mennyire tudunk koncentrálni.",Nem igazán.
R_2cotRA95em8bsE1,0,2019/10/17 17:19:14,2019/10/17 18:37:50,P-422-20,Female,24,Folyamatban lévo egyetemi tanulmányok,10,Angol-olasz tanárszak,Fixed,Control,4,4,4,4,4,3,4,3,4,2,2,3,3,4,3,3,2,3,3,2,4,2,4,3,3,3,4,2,1,3,1,2,1,2,2,1,1,2,2,3,4,4,2,4,3,3,2,2,3,4,2,5,1,1,4,5,4,5,6,3,3,2,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Valamennyire fontos.,3,Soha,Két csészével.,Egy egységnyit fogyasztottam.,"Igen, használtam.","A vizsgálat célja az volt, hogy megvizsgálják hogyan teljesítünk nem otthoni körülmények között egy intelligencia teszten.","Nem igazán, de a bemelígto feladatok után a ''valódi'' teszet könnyebbnek éreztem."
R_2sbB5MZhxdXNJDQ,0,2019/10/17 17:20:21,2019/10/17 18:47:11,P-422-22,Female,27,Folyamatban lévo egyetemi tanulmányok,8,pszichológia,Growth,Mindfulness,4,3,4,4,4,3,4,3,4,1,2,4,4,4,4,3,3,5,4,3,4,4,4,3,2,4,5,2,2,2,1,2,2,2,2,2,1,3,3,3,4,3,1,4,4,3,3,3,2,4,2,3,1,2,4,3,5,2,4,2,5,2,4,5,3,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","a próba feladatok után kapott eredmény mennyire befolyásolja a késobbiekben a teljesítméynt és az IQ-ról alkotott véleményt, illetve mennyire befolyásol az ido, mint stresszforrás, teljesítmény szorongás mennyire nyilvánul meg.","A feladatok nem nehézségi szint szerint jöttek sorban, ugrált a feladatok között"
R_1K70TMOSHy4u72O,0,2019/10/17 17:24:48,2019/10/17 18:57:21,P-402-15,Female,20,Folyamatban lévo egyetemi tanulmányok,2,angol-spanyol osztatlan tanári,Growth,Control,3,3,3,4,2,3,3,2,3,3,3,2,2,2,2,2,4,3,3,4,3,2,3,4,4,3,4,4,2,2,2,1,1,2,1,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,4,4,3,3,3,3,4,3,3,4,3,5,5,2,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Közepesen fontos.,3,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem a vizsgálat arról szólt, hogy felmérje nemek, életkor, vagy iskolai végzettség szerint az általános intelligencia ( IQ) szintet. Továbbá azt is vizsgálták, hogy a kávé, az alkohol, és a tudatmódosító szerek milyen hatással vannak az emberek teljesítményére. Felmérték azt is, hogy az idonyomás hatására keletkezo stressz, feszültség milyen hatással van az emberek teljesítményére. Céljuk az volt, hogy mindezek ismeretében a kutatók tudjanak egy reális képet alkotni az emberek IQ szintjérol.","A feladatok egyre nehezebbek lettek, és mivel csak 45 másodperc volt mindegyik feladatra ezért ez egyre nagyobb feszültséget, kapkodást okozott."
R_2taP8sTTokR6lP6,0,2019/10/21 17:24:40,2019/10/21 18:21:28,P-402-03,Female,18,Folyamatban lévo egyetemi tanulmányok,0,Pszichológia,Growth,Control,2,5,2,2,3,3,2,2,3,2,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,2,2,2,2,1,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,2,2,3,5,3,5,2,2,5,5,3,4,2,5,2,5,1,3,6,5,5,4,3,4,4,2,4,2,2,2,2,2,6,6,2,Igen,Fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A teszt célja az volt, hogy megvizsgálják, mennyire torzítja az IQ teszten elért eredményt az adott körülmény.",Nem minden feladtot találtam logikusnak.
R_0BMeAe840U7Qq4N,0,2019/10/21 17:24:08,2019/10/21 18:32:04,402-09,Female,21,Folyamatban lévo egyetemi tanulmányok,2,közösségszervezés,Growth,Control,2,4,2,2,2,2,2,3,1,3,3,2,2,3,3,1,3,3,2,4,4,2,3,4,4,2,4,4,2,2,0,2,1,2,1,2,0,2,1,3,3,2,3,2,3,3,3,2,3,2,3,4,2,2,3,4,4,4,3,2,3,3,2,1,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem az, hogy mennyire tudunk koncentrálni.",Nem igazán.
R_eyUBX6yE1qISYGR,0,2019/10/21 17:24:28,2019/10/21 18:34:09,10,Male,23,Folyamatban lévo egyetemi tanulmányok,5,BTK,Growth,Mindfulness,4,2,4,4,4,4,3,3,4,2,3,4,2,3,4,4,2,4,5,5,4,3,5,5,5,3,4,3,3,3,1,3,1,2,2,3,1,3,3,3,1,2,1,4,2,2,4,3,3,4,2,5,3,1,4,5,3,2,5,6,1,6,3,3,3,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,5,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatás célja az volt, hogy matematikai feladatok segítségével teszteljék a logikai intelligenciánkat.","Nem mindig értettem ,milyen módszert kell követni a feladatok megoldásában."
R_6Rs6VsajPgVIhzP,0,2019/10/21 17:25:35,2019/10/21 18:35:58,P-402-15,Female,21,Folyamatban lévo egyetemi tanulmányok,2,spanyol-magyar OT,Fixed,Control,2,3,4,3,3,3,3,2,3,2,4,3,3,3,2,2,5,4,4,3,3,2,3,4,4,4,5,5,2,2,2,1,1,1,1,2,2,2,4,3,4,4,2,3,4,3,4,3,3,4,4,4,4,3,5,4,1,3,3,4,3,4,4,4,3,5,5,5,NA,5,6,5,5,5,6,5,6,6,6,6,6,Nem,Fontos.,3,Egy héten többször,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja az volt, hogy megfigyeljék, mennyi ido alatt és milyen minoségben tudják megoldani a feladatokat a résztvevok. Ehhez rá kellett jönni a mintákra, a logikájára az egyes ábráknak.","Furcsa volt, hogy ismeretterjeszto szövegeket kellett hallgatni a kitöltés során."
R_2PuIpOxWob7VAnf,0,2019/10/21 17:24:03,2019/10/21 18:42:02,P-402-05,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Gyógypedagógia,Fixed,Control,1,4,3,3,4,3,4,3,3,2,2,3,2,3,3,4,3,4,4,5,4,2,3,2,2,4,3,2,3,3,1,2,1,2,2,1,1,4,4,4,2,2,4,3,4,2,2,4,2,4,3,4,2,2,3,4,2,3,2,3,2,2,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat során a kutatók szerették volna megfigyelni, hogy adott ""laboratóriumi"" körülmények között hogyan teljesítenek az egyes önkéntesek. Ezt egy IQ teszten keresztül próbálták felmérni, melyben a stresszhelyzetet, az IQ szintet és az egyéni teljesítményt kutatták. Azt, hogy hogyan változik egyes személyek válaszadásának minosége a környezet és a nem megszokott körülmények függvényében.","Oszíntén szólva, úgy éreztem mintha a bemelegíto feladatok nehezebbek lettek volna, mint a valós kérdéssor feladatai. Bár lehet, hogy ez csak azon múlott mennyire sikerült összpontosítanom, és odafigyelnem az adott feladatra."
R_1gu73bVJt6F4IAR,0,2019/10/24 17:24:39,2019/10/24 18:27:43,P-402-02,Female,21,Folyamatban lévo egyetemi tanulmányok,4,Földtudományi,Growth,Mindfulness,3,6,1,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,5,2,2,2,2,2,2,2,2,0,1,2,1,2,0,1,1,3,3,1,2,4,1,2,2,2,2,2,2,3,2,3,4,2,2,5,5,1,4,6,6,1,6,4,2,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Megnézni, hogy laboratóriumi környezetben milyen válaszokat adunk..",Nem.
R_3fQa397gQdXF5Zh,0,2019/10/24 17:24:43,2019/10/24 18:30:03,P-402-01,Female,24,Egyetem,4,Japán,Growth,Mindfulness,3,5,3,3,3,4,1,2,3,2,3,2,2,2,2,4,5,3,2,4,3,1,2,5,5,2,5,4,2,1,2,1,0,1,1,3,2,2,1,3,4,2,2,2,3,3,1,1,2,2,1,4,2,1,5,4,3,3,3,2,4,3,4,2,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja az, hogy megbizonyosodjanak arról, hogy az emberek intelligencia szintje helyzettol függoen változik.","Ha nem csal a memóriám, számomra ez volt az elso intelligencia teszt, amit ki kellett töltenem, így számomra nem volt benne semmi különös."
R_1Eanhe2ZRi4Kk9m,0,2019/10/24 17:30:54,2019/10/24 18:33:47,P-402-13,Female,24,Folyamatban lévo egyetemi tanulmányok,10,angol-német OTAK,Growth,Control,4,3,4,4,3,3,4,4,3,3,2,4,3,4,3,3,3,4,4,2,3,4,4,4,3,4,2,1,3,3,0,3,0,3,3,0,1,3,4,4,4,3,4,3,4,4,3,4,4,4,3,5,3,3,5,2,4,1,2,5,2,5,1,2,5,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja az volt, hogy van-e valamilyen különbség a laborban kitölto személyek, és az otthon, nyugodt körülmények között kitölto emberek eredményei között.",nem
R_vJomBXItMiMWXJv,0,2019/10/24 17:30:01,2019/10/24 18:36:18,P-402-19,Male,20,Folyamatban lévo egyetemi tanulmányok,2,programtervezo informatikus,Growth,Control,2,4,1,6,3,2,4,4,4,3,2,4,2,3,4,3,4,3,2,1,2,3,4,4,3,2,5,5,3,3,1,3,1,3,2,2,0,3,1,4,4,1,3,4,4,2,3,4,4,3,4,2,3,5,2,2,5,4,2,5,2,1,1,1,6,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,6,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Logikát vizsgálták, gondolom meg, hogy mennyire látjuk át a dolgokat és a kapcsolatokat.",Nem.
R_OezsdF7Ug5O1f6V,0,2019/10/24 17:26:19,2019/10/24 18:40:00,P-402-07,Male,22,Egyetem,6,Vegyész MSc,Fixed,Mindfulness,4,3,4,4,3,3,2,2,3,3,2,3,3,3,3,2,2,4,5,3,4,4,4,2,3,5,4,1,2,2,1,2,1,2,2,1,2,2,2,3,1,2,3,3,3,3,1,2,4,4,2,4,2,2,5,4,5,1,4,4,2,4,3,3,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat során az IQ-t méro tesztfeladatokat kellett megoldanom, amelyekre adott válaszaimból arra vonatkozóan tudnak levonni következtetéseket a kutatók, hogy alkalmas-e egy nagyobb célközönség intelligenciájának realisztikus mérésére az általuk összeállított feladatsor. Ehhez kapcsolódóan szükséges-e további változtatásokat eszközölni a végsonek gondolt rejtvényeken.","Egyre nehezedtek a feladatok, de erre elore fel is hívta a figyelmemet a leírás. További különlegesség nem tunt fel számomra."
R_Ol2NnN1Al0KGBNv,0,2019/10/24 17:26:45,2019/10/24 18:40:44,P-402-08,Female,23,Egyetem,0,Emberi eroforrás tanácsadó MA,Fixed,Control,5,3,4,5,2,2,3,4,3,3,3,2,2,3,3,2,2,3,2,2,3,4,5,3,4,3,4,3,2,2,1,2,1,1,1,2,1,2,1,1,1,1,3,3,1,2,3,2,2,2,4,3,4,5,3,2,4,3,5,4,2,3,1,1,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Fontos.,5,Egy héten többször,Semennyit.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Az intelligenciaszint méréséhez alkalmas feladatok tesztelése, ennél pontosabban sajnos nem tudnám megfogalmazni a célt.",Nem vettem észre különleges dolgot.
R_qF62nPuueOWIwP7,0,2019/10/24 17:51:02,2019/10/24 18:47:26,P-402-11,Female,21,Folyamatban lévo egyetemi tanulmányok,2,koreai szak,Growth,Control,3,4,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,1,4,4,4,3,2,4,3,1,2,2,2,1,2,2,2,2,2,3,3,3,4,2,4,3,3,3,1,4,4,3,3,4,3,4,2,4,4,3,2,2,4,1,6,6,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Stresszhelyzetbeli teljesítmény vizsgálata,Nem.
